"sub","defaced","rater","ratings"
491,"original","rater01","excellent"
491,"defaced","rater01","excellent"
492,"original","rater01","excellent"
492,"defaced","rater01","excellent"
493,"original","rater01","excellent"
493,"defaced","rater01","excellent"
494,"original","rater01","excluded"
494,"defaced","rater01","excluded"
495,"original","rater01","excluded"
495,"defaced","rater01","excluded"
496,"original","rater01","excluded"
496,"defaced","rater01","excluded"
497,"original","rater01","excluded"
497,"defaced","rater01","excluded"
498,"original","rater01","poor"
498,"defaced","rater01","poor"
499,"original","rater01","excluded"
499,"defaced","rater01","excluded"
500,"original","rater01","poor"
500,"defaced","rater01","poor"
501,"original","rater01","good"
501,"defaced","rater01","good"
502,"original","rater01","excellent"
502,"defaced","rater01","excellent"
503,"original","rater01","excellent"
503,"defaced","rater01","excellent"
504,"original","rater01","excluded"
504,"defaced","rater01","excluded"
505,"original","rater01","excellent"
505,"defaced","rater01","excellent"
506,"original","rater01","good"
506,"defaced","rater01","good"
507,"original","rater01","good"
507,"defaced","rater01","good"
508,"original","rater01","good"
508,"defaced","rater01","good"
509,"original","rater01","excluded"
509,"defaced","rater01","excluded"
510,"original","rater01","excluded"
510,"defaced","rater01","excluded"
511,"original","rater01","poor"
511,"defaced","rater01","poor"
512,"original","rater01","good"
512,"defaced","rater01","good"
513,"original","rater01","excluded"
513,"defaced","rater01","excluded"
514,"original","rater01","excellent"
514,"defaced","rater01","excellent"
515,"original","rater01","poor"
515,"defaced","rater01","poor"
516,"original","rater01","excluded"
516,"defaced","rater01","excluded"
517,"original","rater01","excluded"
517,"defaced","rater01","excluded"
518,"original","rater01","excluded"
518,"defaced","rater01","excluded"
519,"original","rater01","good"
519,"defaced","rater01","good"
520,"original","rater01","poor"
520,"defaced","rater01","poor"
521,"original","rater01","excellent"
521,"defaced","rater01","excellent"
522,"original","rater01","good"
522,"defaced","rater01","good"
523,"original","rater01","good"
523,"defaced","rater01","good"
524,"original","rater01","excellent"
524,"defaced","rater01","excellent"
525,"original","rater01","excellent"
525,"defaced","rater01","excellent"
526,"original","rater01","excellent"
526,"defaced","rater01","excellent"
527,"original","rater01","poor"
527,"defaced","rater01","poor"
528,"original","rater01","excluded"
528,"defaced","rater01","excluded"
529,"original","rater01","excellent"
529,"defaced","rater01","excellent"
530,"original","rater01","good"
530,"defaced","rater01","good"
531,"original","rater01","good"
531,"defaced","rater01","good"
532,"original","rater01","excluded"
532,"defaced","rater01","excluded"
533,"original","rater01","excluded"
533,"defaced","rater01","excluded"
534,"original","rater01","poor"
534,"defaced","rater01","poor"
535,"original","rater01","good"
535,"defaced","rater01","good"
536,"original","rater01","good"
536,"defaced","rater01","good"
537,"original","rater01","poor"
537,"defaced","rater01","poor"
538,"original","rater01","excellent"
538,"defaced","rater01","excellent"
539,"original","rater01","excellent"
539,"defaced","rater01","excellent"
540,"original","rater01","excellent"
540,"defaced","rater01","excellent"
541,"original","rater01","excellent"
541,"defaced","rater01","excellent"
542,"original","rater01","good"
542,"defaced","rater01","good"
543,"original","rater01","poor"
543,"defaced","rater01","poor"
544,"original","rater01","good"
544,"defaced","rater01","good"
545,"original","rater01","poor"
545,"defaced","rater01","poor"
546,"original","rater01","excellent"
546,"defaced","rater01","excellent"
547,"original","rater01","poor"
547,"defaced","rater01","poor"
548,"original","rater01","poor"
548,"defaced","rater01","poor"
549,"original","rater01","excellent"
549,"defaced","rater01","excellent"
550,"original","rater01","good"
550,"defaced","rater01","good"
551,"original","rater01","excellent"
551,"defaced","rater01","excellent"
552,"original","rater01","excellent"
552,"defaced","rater01","excellent"
553,"original","rater01","excluded"
553,"defaced","rater01","excluded"
554,"original","rater01","poor"
554,"defaced","rater01","poor"
555,"original","rater01","excellent"
555,"defaced","rater01","excellent"
556,"original","rater01","excellent"
556,"defaced","rater01","excellent"
557,"original","rater01","excellent"
557,"defaced","rater01","excellent"
558,"original","rater01","poor"
558,"defaced","rater01","poor"
559,"original","rater01","excluded"
559,"defaced","rater01","excluded"
560,"original","rater01","good"
560,"defaced","rater01","good"
561,"original","rater01","excluded"
561,"defaced","rater01","excluded"
562,"original","rater01","good"
562,"defaced","rater01","good"
563,"original","rater01","excellent"
563,"defaced","rater01","excellent"
564,"original","rater01","excluded"
564,"defaced","rater01","excluded"
565,"original","rater01","poor"
565,"defaced","rater01","poor"
566,"original","rater01","poor"
566,"defaced","rater01","poor"
567,"original","rater01","excluded"
567,"defaced","rater01","excluded"
568,"original","rater01","excellent"
568,"defaced","rater01","excellent"
569,"original","rater01","good"
569,"defaced","rater01","good"
570,"original","rater01","excluded"
570,"defaced","rater01","excluded"
571,"original","rater01","good"
571,"defaced","rater01","good"
572,"original","rater01","good"
572,"defaced","rater01","good"
573,"original","rater01","poor"
573,"defaced","rater01","poor"
574,"original","rater01","excellent"
574,"defaced","rater01","excellent"
575,"original","rater01","excluded"
575,"defaced","rater01","excluded"
576,"original","rater01","excluded"
576,"defaced","rater01","excluded"
577,"original","rater01","excluded"
577,"defaced","rater01","excluded"
578,"original","rater01","excluded"
578,"defaced","rater01","excluded"
579,"original","rater01","poor"
579,"defaced","rater01","poor"
580,"original","rater01","excellent"
580,"defaced","rater01","excellent"
1,"original","rater02","excluded"
1,"defaced","rater02","excluded"
2,"original","rater02","good"
2,"defaced","rater02","good"
3,"original","rater02","excluded"
3,"defaced","rater02","poor"
4,"original","rater02","good"
4,"defaced","rater02","good"
5,"original","rater02","poor"
5,"defaced","rater02","poor"
6,"original","rater02","poor"
6,"defaced","rater02","poor"
7,"original","rater02","good"
7,"defaced","rater02","good"
8,"original","rater02","excellent"
8,"defaced","rater02","excellent"
9,"original","rater02","good"
9,"defaced","rater02","good"
10,"original","rater02","good"
10,"defaced","rater02","good"
11,"original","rater02","excellent"
11,"defaced","rater02","excellent"
12,"original","rater02","poor"
12,"defaced","rater02","poor"
13,"original","rater02","poor"
13,"defaced","rater02","poor"
14,"original","rater02","poor"
14,"defaced","rater02","poor"
15,"original","rater02","poor"
15,"defaced","rater02","poor"
16,"original","rater02","poor"
16,"defaced","rater02","poor"
17,"original","rater02","poor"
17,"defaced","rater02","poor"
18,"original","rater02","poor"
18,"defaced","rater02","poor"
19,"original","rater02","poor"
19,"defaced","rater02","poor"
20,"original","rater02","excluded"
20,"defaced","rater02","excluded"
21,"original","rater02","excluded"
21,"defaced","rater02","excluded"
22,"original","rater02","good"
22,"defaced","rater02","good"
23,"original","rater02","excluded"
23,"defaced","rater02","excluded"
24,"original","rater02","poor"
24,"defaced","rater02","poor"
25,"original","rater02","excluded"
25,"defaced","rater02","excluded"
26,"original","rater02","excluded"
26,"defaced","rater02","excluded"
27,"original","rater02","poor"
27,"defaced","rater02","poor"
28,"original","rater02","good"
28,"defaced","rater02","good"
29,"original","rater02","excluded"
29,"defaced","rater02","excluded"
30,"original","rater02","poor"
30,"defaced","rater02","good"
31,"original","rater02","excellent"
31,"defaced","rater02","excellent"
32,"original","rater02","good"
32,"defaced","rater02","good"
33,"original","rater02","good"
33,"defaced","rater02","good"
34,"original","rater02","good"
34,"defaced","rater02","good"
35,"original","rater02","good"
35,"defaced","rater02","good"
36,"original","rater02","poor"
36,"defaced","rater02","poor"
37,"original","rater02","poor"
37,"defaced","rater02","poor"
38,"original","rater02","excluded"
38,"defaced","rater02","excluded"
39,"original","rater02","poor"
39,"defaced","rater02","poor"
40,"original","rater02","good"
40,"defaced","rater02","good"
41,"original","rater02","excellent"
41,"defaced","rater02","excellent"
42,"original","rater02","excellent"
42,"defaced","rater02","excellent"
43,"original","rater02","excellent"
43,"defaced","rater02","excellent"
44,"original","rater02","poor"
44,"defaced","rater02","poor"
45,"original","rater02","good"
45,"defaced","rater02","good"
46,"original","rater02","poor"
46,"defaced","rater02","poor"
47,"original","rater02","excellent"
47,"defaced","rater02","excellent"
48,"original","rater02","excluded"
48,"defaced","rater02","excluded"
49,"original","rater02","excluded"
49,"defaced","rater02","excluded"
50,"original","rater02","excellent"
50,"defaced","rater02","excellent"
51,"original","rater02","good"
51,"defaced","rater02","good"
52,"original","rater02","poor"
52,"defaced","rater02","poor"
53,"original","rater02","excellent"
53,"defaced","rater02","excellent"
54,"original","rater02","poor"
54,"defaced","rater02","poor"
55,"original","rater02","poor"
55,"defaced","rater02","poor"
56,"original","rater02","good"
56,"defaced","rater02","good"
57,"original","rater02","excluded"
57,"defaced","rater02","excluded"
58,"original","rater02","poor"
58,"defaced","rater02","good"
59,"original","rater02","poor"
59,"defaced","rater02","poor"
60,"original","rater02","good"
60,"defaced","rater02","good"
61,"original","rater02","good"
61,"defaced","rater02","good"
62,"original","rater02","excellent"
62,"defaced","rater02","excellent"
63,"original","rater02","poor"
63,"defaced","rater02","poor"
64,"original","rater02","good"
64,"defaced","rater02","good"
65,"original","rater02","poor"
65,"defaced","rater02","poor"
66,"original","rater02","excellent"
66,"defaced","rater02","excellent"
67,"original","rater02","excluded"
67,"defaced","rater02","excluded"
68,"original","rater02","poor"
68,"defaced","rater02","poor"
69,"original","rater02","good"
69,"defaced","rater02","excellent"
70,"original","rater02","good"
70,"defaced","rater02","good"
71,"original","rater02","excellent"
71,"defaced","rater02","excellent"
72,"original","rater02","poor"
72,"defaced","rater02","poor"
73,"original","rater02","excluded"
73,"defaced","rater02","excluded"
74,"original","rater02","excellent"
74,"defaced","rater02","excellent"
75,"original","rater02","poor"
75,"defaced","rater02","poor"
76,"original","rater02","poor"
76,"defaced","rater02","poor"
77,"original","rater02","good"
77,"defaced","rater02","good"
78,"original","rater02","poor"
78,"defaced","rater02","good"
79,"original","rater02","excellent"
79,"defaced","rater02","excellent"
80,"original","rater02","excellent"
80,"defaced","rater02","excellent"
81,"original","rater02","good"
81,"defaced","rater02","good"
82,"original","rater02","excluded"
82,"defaced","rater02","excluded"
83,"original","rater02","good"
83,"defaced","rater02","good"
84,"original","rater02","excellent"
84,"defaced","rater02","excellent"
85,"original","rater02","poor"
85,"defaced","rater02","poor"
86,"original","rater02","good"
86,"defaced","rater02","good"
87,"original","rater02","poor"
87,"defaced","rater02","poor"
88,"original","rater02","poor"
88,"defaced","rater02","poor"
89,"original","rater02","excluded"
89,"defaced","rater02","poor"
90,"original","rater02","poor"
90,"defaced","rater02","poor"
91,"original","rater02","excellent"
91,"defaced","rater02","excellent"
92,"original","rater02","good"
92,"defaced","rater02","good"
93,"original","rater02","good"
93,"defaced","rater02","excellent"
94,"original","rater02","excluded"
